Date;Time;Co-culture;Origin;Structure;Idweight
22/03/21;J0;flat oyster;Brest;plastic basket;8.16
22/03/21;J0;flat oyster;Brest;plastic basket;7.16
22/03/21;J0;flat oyster;Brest;plastic basket;6.53
22/03/21;J0;flat oyster;Brest;plastic basket;6.35
22/03/21;J0;flat oyster;Brest;plastic basket;6.98
22/03/21;J0;flat oyster;Brest;plastic basket;9.2
22/03/21;J0;flat oyster;Brest;plastic basket;5.88
16/09/21;J178;flat oyster;Brest;plastic basket;43.7
16/09/21;J178;flat oyster;Brest;plastic basket;33.1
16/09/21;J178;flat oyster;Brest;plastic basket;26.4
16/09/21;J178;flat oyster;Brest;plastic basket;44.3
16/09/21;J178;flat oyster;Brest;plastic basket;39.2
16/09/21;J178;flat oyster;Brest;plastic basket;36.1
16/09/21;J178;flat oyster;Brest;plastic basket;46
16/09/21;J178;flat oyster;Brest;plastic basket;42.2
16/09/21;J178;flat oyster;Brest;plastic basket;39.8
16/09/21;J178;flat oyster;Brest;plastic basket;41.6
16/09/21;J178;flat oyster;Brest;plastic basket;31.2
16/09/21;J178;flat oyster;Brest;plastic basket;32
16/09/21;J178;flat oyster;Brest;plastic basket;29.7
16/09/21;J178;flat oyster;Brest;plastic basket;33.3
16/09/21;J178;flat oyster;Brest;plastic basket;34.4
16/09/21;J178;flat oyster;Brest;plastic basket;23.7
16/09/21;J178;flat oyster;Brest;plastic basket;28.6
16/09/21;J178;flat oyster;Brest;plastic basket;30.3
29/04/21;J0;pacific oyster;Cancale;australien basket;6.93
29/04/21;J0;pacific oyster;Cancale;australien basket;7.5
29/04/21;J0;pacific oyster;Cancale;australien basket;6.4
29/04/21;J0;pacific oyster;Cancale;australien basket;7.52
29/04/21;J0;pacific oyster;Cancale;australien basket;6.07
29/04/21;J0;pacific oyster;Cancale;australien basket;7.27
29/04/21;J0;pacific oyster;Cancale;australien basket;7.81
29/04/21;J0;pacific oyster;Cancale;australien basket;7.8
29/04/21;J0;pacific oyster;Cancale;australien basket;7.52
29/04/21;J0;pacific oyster;Cancale;australien basket;8.52
29/04/21;J0;pacific oyster;Cancale;australien basket;7.08
29/04/21;J0;pacific oyster;Cancale;australien basket;9.02
29/04/21;J0;pacific oyster;Cancale;australien basket;5.23
29/04/21;J0;pacific oyster;Cancale;australien basket;8.35
29/04/21;J0;pacific oyster;Cancale;australien basket;7.25
29/04/21;J0;pacific oyster;Cancale;australien basket;9.65
29/04/21;J0;pacific oyster;Cancale;australien basket;6.71
29/04/21;J0;pacific oyster;Cancale;australien basket;7.59
29/04/21;J0;pacific oyster;Cancale;australien basket;9.4
29/04/21;J0;pacific oyster;Cancale;australien basket;6.1
29/04/21;J0;pacific oyster;Cancale;australien basket;6.94
29/04/21;J0;pacific oyster;Cancale;australien basket;8.77
29/04/21;J0;pacific oyster;Cancale;australien basket;8.62
29/04/21;J0;pacific oyster;Cancale;australien basket;7.03
29/04/21;J0;pacific oyster;Cancale;australien basket;7.46
29/04/21;J0;pacific oyster;Cancale;australien basket;7.37
29/04/21;J0;pacific oyster;Cancale;australien basket;6.27
29/04/21;J0;pacific oyster;Cancale;australien basket;7.84
29/04/21;J0;pacific oyster;Cancale;australien basket;9
29/04/21;J0;pacific oyster;Cancale;australien basket;7.06
29/04/21;J0;pacific oyster;Cancale;australien basket;7.17
29/04/21;J0;pacific oyster;Cancale;australien basket;9.99
29/04/21;J0;pacific oyster;Cancale;australien basket;6.45
29/04/21;J0;pacific oyster;Cancale;australien basket;7.3
29/04/21;J0;pacific oyster;Cancale;australien basket;9.17
29/04/21;J0;pacific oyster;Cancale;australien basket;9.69
29/04/21;J0;pacific oyster;Cancale;australien basket;9.85
29/04/21;J0;pacific oyster;Cancale;australien basket;8.88
29/04/21;J0;pacific oyster;Cancale;australien basket;8.52
29/04/21;J0;pacific oyster;Cancale;australien basket;6.17
29/04/21;J0;pacific oyster;Cancale;australien basket;6.2
29/04/21;J0;pacific oyster;Cancale;australien basket;6.6
29/04/21;J0;pacific oyster;Cancale;australien basket;9.94
29/04/21;J0;pacific oyster;Cancale;australien basket;8.49
29/04/21;J0;pacific oyster;Cancale;australien basket;9.79
29/04/21;J0;pacific oyster;Cancale;australien basket;9.82
29/04/21;J0;pacific oyster;Cancale;australien basket;7.65
29/04/21;J0;pacific oyster;Cancale;australien basket;5.57
29/04/21;J0;pacific oyster;Cancale;australien basket;7.76
29/04/21;J0;pacific oyster;Cancale;australien basket;8.33
29/04/21;J0;pacific oyster;Cancale;australien basket;7.07
29/04/21;J0;pacific oyster;Cancale;australien basket;7.02
29/04/21;J0;pacific oyster;Cancale;australien basket;9.68
29/04/21;J0;pacific oyster;Cancale;australien basket;6.63
29/04/21;J0;pacific oyster;Cancale;australien basket;8.22
29/04/21;J0;pacific oyster;Cancale;australien basket;6.31
29/04/21;J0;pacific oyster;Cancale;australien basket;8.07
29/04/21;J0;pacific oyster;Cancale;australien basket;8.36
29/04/21;J0;pacific oyster;Cancale;australien basket;5.56
29/04/21;J0;pacific oyster;Cancale;australien basket;8.98
29/04/21;J0;pacific oyster;Cancale;australien basket;6.01
29/04/21;J0;pacific oyster;Cancale;australien basket;6.5
29/04/21;J0;pacific oyster;Cancale;australien basket;6.1
29/04/21;J0;pacific oyster;Cancale;australien basket;6.88
29/04/21;J0;pacific oyster;Cancale;australien basket;9.82
29/04/21;J0;pacific oyster;Cancale;australien basket;6.64
29/04/21;J0;pacific oyster;Cancale;australien basket;5.3
29/04/21;J0;pacific oyster;Cancale;australien basket;6.65
29/04/21;J0;pacific oyster;Cancale;australien basket;6.64
29/04/21;J0;pacific oyster;Cancale;australien basket;5.59
29/04/21;J0;pacific oyster;Cancale;australien basket;7.04
29/04/21;J0;pacific oyster;Cancale;australien basket;8.98
29/04/21;J0;pacific oyster;Cancale;australien basket;6.34
29/04/21;J0;pacific oyster;Cancale;australien basket;6.74
29/04/21;J0;pacific oyster;Cancale;australien basket;9.68
29/04/21;J0;pacific oyster;Cancale;australien basket;6.34
29/04/21;J0;pacific oyster;Cancale;australien basket;5.03
29/04/21;J0;pacific oyster;Cancale;australien basket;7.68
29/04/21;J0;pacific oyster;Cancale;australien basket;5.63
29/04/21;J0;pacific oyster;Cancale;australien basket;5.86
29/04/21;J0;pacific oyster;Cancale;australien basket;6.22
09/09/21;J133;pacific oyster;Cancale;australien basket;9.9
09/09/21;J133;pacific oyster;Cancale;australien basket;12.7
09/09/21;J133;pacific oyster;Cancale;australien basket;10.8
09/09/21;J133;pacific oyster;Cancale;australien basket;12.9
09/09/21;J133;pacific oyster;Cancale;australien basket;13.6
09/09/21;J133;pacific oyster;Cancale;australien basket;11.2
09/09/21;J133;pacific oyster;Cancale;australien basket;7.6
09/09/21;J133;pacific oyster;Cancale;australien basket;9.4
09/09/21;J133;pacific oyster;Cancale;australien basket;8.1
09/09/21;J133;pacific oyster;Cancale;australien basket;12.4
09/09/21;J133;pacific oyster;Cancale;australien basket;13.8
09/09/21;J133;pacific oyster;Cancale;australien basket;9.7
09/09/21;J133;pacific oyster;Cancale;australien basket;7.9
09/09/21;J133;pacific oyster;Cancale;australien basket;11.5
09/09/21;J133;pacific oyster;Cancale;australien basket;12.8
09/09/21;J133;pacific oyster;Cancale;australien basket;11.8
09/09/21;J133;pacific oyster;Cancale;australien basket;14
09/09/21;J133;pacific oyster;Cancale;australien basket;6.2
09/09/21;J133;pacific oyster;Cancale;australien basket;14.4
09/09/21;J133;pacific oyster;Cancale;australien basket;10.3
09/09/21;J133;pacific oyster;Cancale;australien basket;9.7
09/09/21;J133;pacific oyster;Cancale;australien basket;13.3
09/09/21;J133;pacific oyster;Cancale;australien basket;11.5
09/09/21;J133;pacific oyster;Cancale;australien basket;9.7
09/09/21;J133;pacific oyster;Cancale;australien basket;14.9
09/09/21;J133;pacific oyster;Cancale;australien basket;8
09/09/21;J133;pacific oyster;Cancale;australien basket;8.9
09/09/21;J133;pacific oyster;Cancale;australien basket;13.4
09/09/21;J133;pacific oyster;Cancale;australien basket;11.7
09/09/21;J133;pacific oyster;Cancale;australien basket;7.6
09/09/21;J133;pacific oyster;Cancale;australien basket;8
09/09/21;J133;pacific oyster;Cancale;australien basket;19.6
09/09/21;J133;pacific oyster;Cancale;australien basket;6.3
09/09/21;J133;pacific oyster;Cancale;australien basket;13.9
09/09/21;J133;pacific oyster;Cancale;australien basket;11.7
09/09/21;J133;pacific oyster;Cancale;australien basket;11.3
09/09/21;J133;pacific oyster;Cancale;australien basket;9.1
09/09/21;J133;pacific oyster;Cancale;australien basket;7.2
09/09/21;J133;pacific oyster;Cancale;australien basket;7.1
09/09/21;J133;pacific oyster;Cancale;australien basket;7.5
09/09/21;J133;pacific oyster;Cancale;australien basket;12
09/09/21;J133;pacific oyster;Cancale;australien basket;12.6
09/09/21;J133;pacific oyster;Cancale;australien basket;11.9
09/09/21;J133;pacific oyster;Cancale;australien basket;11.1
09/09/21;J133;pacific oyster;Cancale;australien basket;7.3
09/09/21;J133;pacific oyster;Cancale;australien basket;11.1
09/09/21;J133;pacific oyster;Cancale;australien basket;9.8
09/09/21;J133;pacific oyster;Cancale;australien basket;7.4
09/09/21;J133;pacific oyster;Cancale;australien basket;15.8
09/09/21;J133;pacific oyster;Cancale;australien basket;6.5
09/09/21;J133;pacific oyster;Cancale;australien basket;6.6
09/09/21;J133;pacific oyster;Cancale;australien basket;7
09/09/21;J133;pacific oyster;Cancale;australien basket;13.2
09/09/21;J133;pacific oyster;Cancale;australien basket;13.2
09/09/21;J133;pacific oyster;Cancale;australien basket;6.5
09/09/21;J133;pacific oyster;Cancale;australien basket;6.1
09/09/21;J133;pacific oyster;Cancale;australien basket;7.6
09/09/21;J133;pacific oyster;Cancale;australien basket;11
09/09/21;J133;pacific oyster;Cancale;australien basket;13.3
09/09/21;J133;pacific oyster;Cancale;australien basket;12.5
09/09/21;J133;pacific oyster;Cancale;australien basket;15.2
09/09/21;J133;pacific oyster;Cancale;australien basket;7.6
09/09/21;J133;pacific oyster;Cancale;australien basket;10.9
09/09/21;J133;pacific oyster;Cancale;australien basket;7.8
09/09/21;J133;pacific oyster;Cancale;australien basket;18.7
09/09/21;J133;pacific oyster;Cancale;australien basket;7.6
09/09/21;J133;pacific oyster;Cancale;australien basket;11.2
09/09/21;J133;pacific oyster;Cancale;australien basket;14.4
09/09/21;J133;pacific oyster;Cancale;australien basket;7.9
09/09/21;J133;pacific oyster;Cancale;australien basket;6.7
09/09/21;J133;pacific oyster;Cancale;australien basket;11.8
09/09/21;J133;pacific oyster;Cancale;australien basket;11.5
09/09/21;J133;pacific oyster;Cancale;australien basket;6.9
09/09/21;J133;pacific oyster;Cancale;australien basket;9.7
09/09/21;J133;pacific oyster;Cancale;australien basket;6.3
09/09/21;J133;pacific oyster;Cancale;australien basket;9.8
09/09/21;J133;pacific oyster;Cancale;australien basket;6.6
09/09/21;J133;pacific oyster;Cancale;australien basket;11.1
09/09/21;J133;pacific oyster;Cancale;australien basket;4.9
09/09/21;J133;pacific oyster;Cancale;australien basket;6.5
04/05/21;J0;non;AQUA-B;Bac B8;0.37
04/05/21;J0;non;AQUA-B;Bac B9;0.29
04/05/21;J0;non;AQUA-B;Bac B10;0.32
06/09/21;J125;non;AQUA-B;Bac B8;0.23
06/09/21;J125;non;AQUA-B;Bac B8;1.83
06/09/21;J125;non;AQUA-B;Bac B8;1.87
06/09/21;J125;non;AQUA-B;Bac B8;2.16
06/09/21;J125;non;AQUA-B;Bac B8;2.67
06/09/21;J125;non;AQUA-B;Bac B8;2.75
06/09/21;J125;non;AQUA-B;Bac B8;3.45
06/09/21;J125;non;AQUA-B;Bac B8;3.8
06/09/21;J125;non;AQUA-B;Bac B8;3.96
06/09/21;J125;non;AQUA-B;Bac B8;4.1
06/09/21;J125;non;AQUA-B;Bac B8;4.12
06/09/21;J125;non;AQUA-B;Bac B8;4.52
06/09/21;J125;non;AQUA-B;Bac B8;5.56
06/09/21;J125;non;AQUA-B;Bac B8;5.95
06/09/21;J125;non;AQUA-B;Bac B8;6.1
06/09/21;J125;non;AQUA-B;Bac B8;6.28
06/09/21;J125;non;AQUA-B;Bac B8;6.59
06/09/21;J125;non;AQUA-B;Bac B8;8.13
06/09/21;J125;non;AQUA-B;Bac B8;8.29
06/09/21;J125;non;AQUA-B;Bac B8;8.34
06/09/21;J125;non;AQUA-B;Bac B8;8.42
06/09/21;J125;non;AQUA-B;Bac B8;8.81
06/09/21;J125;non;AQUA-B;Bac B8;9.2
06/09/21;J125;non;AQUA-B;Bac B8;9.42
06/09/21;J125;non;AQUA-B;Bac B8;9.49
06/09/21;J125;non;AQUA-B;Bac B8;9.59
06/09/21;J125;non;AQUA-B;Bac B8;9.8
06/09/21;J125;non;AQUA-B;Bac B8;10.55
06/09/21;J125;non;AQUA-B;Bac B8;10.68
06/09/21;J125;non;AQUA-B;Bac B8;10.88
06/09/21;J125;non;AQUA-B;Bac B8;10.88
06/09/21;J125;non;AQUA-B;Bac B8;11.1
06/09/21;J125;non;AQUA-B;Bac B8;11.56
06/09/21;J125;non;AQUA-B;Bac B8;11.76
06/09/21;J125;non;AQUA-B;Bac B8;12.22
06/09/21;J125;non;AQUA-B;Bac B8;12.49
06/09/21;J125;non;AQUA-B;Bac B8;12.58
06/09/21;J125;non;AQUA-B;Bac B8;12.8
06/09/21;J125;non;AQUA-B;Bac B8;13.33
06/09/21;J125;non;AQUA-B;Bac B8;13.4
06/09/21;J125;non;AQUA-B;Bac B8;13.54
06/09/21;J125;non;AQUA-B;Bac B8;13.98
06/09/21;J125;non;AQUA-B;Bac B8;14
06/09/21;J125;non;AQUA-B;Bac B8;14.8
06/09/21;J125;non;AQUA-B;Bac B8;14.93
06/09/21;J125;non;AQUA-B;Bac B8;15.05
06/09/21;J125;non;AQUA-B;Bac B8;15.18
06/09/21;J125;non;AQUA-B;Bac B8;15.24
06/09/21;J125;non;AQUA-B;Bac B8;15.26
06/09/21;J125;non;AQUA-B;Bac B8;15.42
06/09/21;J125;non;AQUA-B;Bac B8;15.72
06/09/21;J125;non;AQUA-B;Bac B8;16.56
06/09/21;J125;non;AQUA-B;Bac B8;16.56
06/09/21;J125;non;AQUA-B;Bac B8;17.26
06/09/21;J125;non;AQUA-B;Bac B8;17.26
06/09/21;J125;non;AQUA-B;Bac B8;17.4
06/09/21;J125;non;AQUA-B;Bac B8;17.64
06/09/21;J125;non;AQUA-B;Bac B8;17.74
06/09/21;J125;non;AQUA-B;Bac B8;17.98
06/09/21;J125;non;AQUA-B;Bac B8;18.24
06/09/21;J125;non;AQUA-B;Bac B8;19.45
06/09/21;J125;non;AQUA-B;Bac B8;19.9
06/09/21;J125;non;AQUA-B;Bac B8;20.19
06/09/21;J125;non;AQUA-B;Bac B8;20.42
06/09/21;J125;non;AQUA-B;Bac B8;21.81
06/09/21;J125;non;AQUA-B;Bac B8;22.77
06/09/21;J125;non;AQUA-B;Bac B8;22.94
06/09/21;J125;non;AQUA-B;Bac B8;23.26
06/09/21;J125;non;AQUA-B;Bac B8;24.14
06/09/21;J125;non;AQUA-B;Bac B8;24.34
06/09/21;J125;non;AQUA-B;Bac B8;24.42
06/09/21;J125;non;AQUA-B;Bac B8;25.28
06/09/21;J125;non;AQUA-B;Bac B9;1.55
06/09/21;J125;non;AQUA-B;Bac B9;1.68
06/09/21;J125;non;AQUA-B;Bac B9;1.82
06/09/21;J125;non;AQUA-B;Bac B9;1.96
06/09/21;J125;non;AQUA-B;Bac B9;2.2
06/09/21;J125;non;AQUA-B;Bac B9;2.3
06/09/21;J125;non;AQUA-B;Bac B9;2.33
06/09/21;J125;non;AQUA-B;Bac B9;3.35
06/09/21;J125;non;AQUA-B;Bac B9;3.75
06/09/21;J125;non;AQUA-B;Bac B9;4.18
06/09/21;J125;non;AQUA-B;Bac B9;4.32
06/09/21;J125;non;AQUA-B;Bac B9;4.65
06/09/21;J125;non;AQUA-B;Bac B9;4.7
06/09/21;J125;non;AQUA-B;Bac B9;5.29
06/09/21;J125;non;AQUA-B;Bac B9;5.7
06/09/21;J125;non;AQUA-B;Bac B9;5.89
06/09/21;J125;non;AQUA-B;Bac B9;6.29
06/09/21;J125;non;AQUA-B;Bac B9;7.47
06/09/21;J125;non;AQUA-B;Bac B9;7.48
06/09/21;J125;non;AQUA-B;Bac B9;7.5
06/09/21;J125;non;AQUA-B;Bac B9;7.92
06/09/21;J125;non;AQUA-B;Bac B9;8.33
06/09/21;J125;non;AQUA-B;Bac B9;8.76
06/09/21;J125;non;AQUA-B;Bac B9;9.16
06/09/21;J125;non;AQUA-B;Bac B9;9.34
06/09/21;J125;non;AQUA-B;Bac B9;9.72
